HITId	tweet	directness
3725	travis scott looks like his retarded little cousin GBYE. don\u2019t ever disrespect my man like that. @URL	indirect
715	Did I marketbuy some lowcap trash like a retard?\n\nYes.\n\nDid it feel good?\n\nYes.\n\nWill I get rekt?\n\nYes.	indirect
1608	@user Never go full retard	indirect
2226	KEY POINT: Christine Blasey Ford and her feminazi lawyers who have carried out this charade have profoundly disresp… @URL	indirect
2349	@user @user ='\shithole\ x countries\n= \rapists\ and \bad hombres\\n='\sleepy eyed\( jewish) opponents\n=\\u2026 @URL	indirect
3858	@user who's the mongoloid?	indirect
3412	dear ma’am: “ching chong chang” is not actual Chinese. that’s fucking racist.	indirect
4779	@user @user @user When you say immigrants do you really mean illegal aliens? Have you s… @URL	indirect
4695	Neil Lennon is a soup taker. @URL	indirect
4215	@user @user Don't be so sensitive god you faggot	indirect
1889	Julio Urias my spic	indirect
2953	Amazing clean up call today with the dancers \ud83d\udc83\ud83c\udffb spic spoc and ready for a weekend of shows! @user \ud83e\udd18\ud83c\udffc	indirect
5569	someone: turn off that ching chong shit\nme and my friends: @URL	indirect
1321	4 shots of don julio later I feel retarded	indirect
1534	OK ching chong @URL	indirect
5275	@user calling him / her a twat probably \ud83d\ude02	indirect
3468	@user Why only compre with white countries? Every country in the world. It in that graph is a violent shithole	indirect
4248	Uavaihvdisnbsjshsksusbs Latino gang gang -the spic from I like it like that	indirect
797	BREXIT..... this cunt is tricking us to come back and strap vests on herself and probably kids to and blow us up. F\u2026 @URL	indirect
5432	@user @user Wonder how long till more retarded Chinese starts flocking in this tweet and start ching-cho\u2026 @URL	indirect
304	@user Prove it negro	indirect
2047	Me when I watch my story back the next day after being a messy drunken little twat @URL	indirect
3521	The percentage of immigrants has almost never been higher @URL @URL	indirect
3772	@user You\u2019ve put on after the e you daft cunt not even one there	indirect
4186	1. Fear mongering about refugees loitering in international waters waiting for a Labo…	indirect
346	big boy carl has blocked me after I said\nterf is a derogatory term the same as faggot is. neither should be used/\nH\u2026 @URL	indirect
2536	NBA been kind for first week with mongy bookies doing mongy things - hope they don\u2019t improve	indirect
3065	@user Republicans: Keep those hungry thirsty dark-skinned strangers from walking here from their shithole\u2026 @URL	indirect
3477	@user It wasn't going in your blind twat and Roofe couldn't get his chest or leg to it so he just used h\u2026 @URL	indirect
2550	@user @user Wikipedia on the mongol language writes that this view is now discredited.	indirect
909	Hush lil nigger @URL	indirect
2298	@user ...yup. Asylum seeking immigrants and people from shithole countries are the problem.\n\n...yup. \n\n...they sure\u2026 @URL	indirect
960	@user @user One does not close ones own umbrella what a twat!	indirect
3984	someone pls tell me why a 12 year old called me a ching chong bitch today when i looked at him funny for wearing a grill. i hate sb so much	indirect
4101	@user @user That's true. @user supports drivers licenses for illegal aliens the Governor's pl… @URL	indirect
2487	@user @user @user Maybe they should stay in their shithole countries and stand up to the mess *their* politicians built!	indirect
1168	i applied to like four different schools ugh i hope i at least get accepted into one of them LMAO i know im retarded but like please	indirect
1541	Niggas be getting beat up by their dukes dyke girlfriend saying she got too much testosterone \ud83e\udd23\ud83e\udd23\ud83e\udd23\ud83e\udd23	indirect
4420	@user Not retarded just a nihilist	indirect
4011	@user Nah its coz you are a cunt	indirect
3844	Well firstly there's not such thing as Satan. Secondly you are a thunderous cunt....thirdly your hair looks awful.\u2026 @URL	indirect
5622	@user Yes ching chong of course	indirect
3049	@user @user It’s okay to be white bruh	indirect
4641	@user @user He's a progressive/neo-Marxist. A radical leftist who wants open borders &amp; mass-migratio\u2026 @URL	indirect
1	Most Canadians have never met seen or associated with a person who are currently labelled as \retarded\ . I plan t\u2026 @URL	indirect
4116	Get paid young negro get paid	indirect
51	The #DoDamage slogan is so unbelievably stupid. It\u2019s every offense\u2019s goal to do damage. It gives mongoloid Boston f\u2026 @URL	indirect
1053	@user @user I am a South African living in my native country a shithole according to Trump so I don't lik\u2026 @URL	indirect
2684	I know as soon as I figure this out I'm gonna feel retarded	indirect
512	@user @user @user Plz stop singing vaishanav zana bla bla bla if mongol warlord Genghis khan can\u2026 @URL	indirect
3958	you: a chink in the wall allowed a draft to blow\nme an intellectual: a chinaman in the counterscarp tolerate a conscription to misfortune	indirect
5271	I\u2019m a hole sir I\u2019m a faggot sir I\u2019m just a clit sir I\u2019m a hole sir I\u2019m a faggot sir I\u2019m just a clit sir I\u2019m a hole\u2026 @URL	indirect
3614	@user He is a twat but he did say he was wrong the other day and praised up emri	indirect
1475	@user Answer the question faggot! (Btw it wasn\u2019t me)	direct
3083	@user @user @user It's okay to be white.	indirect
4715	@user Im just convinced now people retarded asf...no more review or impressions for me ...i will stick to\u2026 @URL	indirect
3169	@user @user Damn ching chong. Your memes are pretty bad. Maybe until Perkz comes back you'll get better	indirect
591	@user beautiful dyke \ud83c\udf69	indirect
5487	Political correctness is turning our country into a shithole. It's a tool of far left extremists to divide and cont\u2026 @URL	indirect
2798	@user ching ching chong :)	indirect
1250	I mean she can call me a faggot as long as she continues to give me school money.. love her	indirect
4628	@user 100% looks like it would tell you to go back to your country @URL	indirect
3986	Some retard wrote a pretty fucking big pastebin arguing against Joseph's tweets about streaming horror games and it\u2026 @URL	indirect
3661	ok i roasted a ching chong girl now	indirect
3926	@user @user What a turnaround? Your mongy officials turned it around not MK	indirect
3540	They all retarded @URL	indirect
1729	Your game is fucked shit shite shitty twat bastard of a game	indirect
1133	@user @user @user @user @user Zip it raghead	indirect
4929	I’m a negro so my open mind got a screen door	indirect
967	@user Rats bring disease and must be eradicated	indirect
5015	@user Hahahahaha is you match maker??? Learn to make a sentence retard and hell yeah I'm a bitch but not a scar\u2026 @URL	indirect
5207	@user whos this faggot ?	direct
2126	@user @user @user @user @user I don't live in a trailor raghead	indirect
259	\You clearly don't seem to listen to your wife at all.\\n\n'She's a great listener take that back you twat.'	indirect
2559	@user He sounds like a faggot	direct
890	Also. I'm being a judgemental cunt again but watching overgrown indie boys from the naughties getting emotionally o\u2026 @URL	indirect
1381	\u266a Gimme a break gimme a break. Break me off a piece of that fat retard \u266a @URL	indirect
1472	Guys are retarded	indirect
3327	@user Dude your so retarded	indirect
3539	That's right illegals! Head on home to whatever shithole you came from!\n\nYou don't get to just waltz in here expo\u2026 @URL	direct
3240	im not playing comp this game is actual buns cunt 9 bangs and riot shields gotta fucking go	indirect
61	carrying retard boy @user @URL	indirect
1821	So I just watched Slender. Worst most retarded fucking movie I ever seen in my life	indirect
1356	My eyes saw sob but my brain read nigger @URL	indirect
806	@user Such a fucking twat	indirect
1989	This man Weezy said “keep in mind I’m a negro so my open mind got a screen door” @URL	indirect
3517	@user your a twat.	direct
5278	@user ching chong ching chang	indirect
808	@user @user He\u2019s not dropped he\u2019s poorly with an illness you mongy	indirect
3936	@user You've never been a twat lol	indirect
3928	say chink gook chinaman ching chong ur allowed to @user	indirect
1391	@user 6/28/2018. Four illegal aliens are accused of kidnapping and raping two teenage sisters 13 and 1… @URL	indirect
2523	@user @user @user @user @user @user @user So now what about \u201c shithole\u201d countries? People just don\u2026 @URL	indirect
3553	Regular Show season 4 final in a nutshell\nMordecai swatted and stood up on date \nThomas is a retarded \nPops gets a\u2026 @URL	indirect
3237	@user when i watch i sit and think @user is farming like a retard everything will get denied if he plays\u2026 @URL	indirect
2580	@user Yes! Idc what nobody says that negro is dope!!	indirect
3300	@user Yep. We got the place spic and span and I thought to myself \Well this will last until naptime ends.\ \n\nAnd I was right.	indirect
903	Unfuckingbelievable. How much of a sick oxygen stealing dick splash of a cunt do you have to be to tweet somethin\u2026 @URL	indirect
4801	@user jesus christ I'm pretty sure he's just retarded.	indirect
2424	@user @user @user Oh no y\u2019all better tell on his faggot ass	indirect
1297	I require a certain level of nigger @URL	indirect
3426	@user I didn\u2019t know you were a fellow spic	indirect
5556	Turkish president is a liar and hates America fun this raghead sucks big time	direct
976	Fucking retard lemme tell ya \ud83d\ude02\ud83d\ude02 @URL	indirect
1162	Herman is such a faggot LMAO !!!	indirect
353	@user what a fucking faggot!	indirect
5084	Nahhhh what a retard hahah @URL	indirect
3951	@user @user are u retarded daddy? butter is enough. u ever have potatoes with JUST BUTTER RETARD	indirect
3235	Lol they said none of that nigger tailgating this year @URL	indirect
3522	@user @user @user Mongol ruled mongol area present China was with qin dynasty never less\u2026 @URL	indirect
3683	ching chong alert\ud83c\ude35\ud83c\ude1a\ufe0f\u2622\ufe0f	indirect
1334	19-y-o waitress tells me story of her arrest @user for assaulting dope on bus who insisted on using word 'faggot.' 1s\u2026 @URL	indirect
500	@user You’re posting statistics all the way back to 2013 and I can’t see America getting more immigrants… @URL	indirect
5276	nigera fucker a nigger pooper	indirect
521	I actually love his mongy mackem face @URL	indirect
110	@user @user @user @user Hildebrand is a twat pure and simple.	indirect
1324	\u201cI know a dyke you\u2019d like\u201d @URL	direct
4637	My faggot ass is too dainty for all this physical work \ud83e\udd27 @URL	indirect
620	@user @user @user @user Wtf does that even mean? Muslims refugees... in Europe... ar… @URL	indirect
2895	@user &gt;defending Torba\n\nholy shit talk about fighting a battle allready lost that guy is a retard by most accounts	indirect
4759	Not worthy of this negro spiritual #CarterV @URL	indirect
1291	@user every promos your team is 200% more retarded it's facts	indirect
3587	Would really love to hear a good reason illegal immigrants should be given government assistance. #government #assistance	indirect
